Index,Name1,Name,Date_of_birth,Season_year,Season,Team1,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,Shooting_Percentage,PowerPlay_Goals,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position1,Position,Height,Weight,x,Body_mass_index,Place_of_birth1,Place_of_birth,Age,Experience
897,Derek Smith,డెరెక్ స్మిత్,10/13/1984,2010,'09-'10,OTT,ఓటిటి,94,2,12,14,-17,24,91,0,0,4,0,0,1,0,12:20,0:00,36,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Belleville, Ontario","బెల్లెవిల్లే, అంటారియో",26,1
898,Derek Stepan,డెరెక్ స్టెపాన్,6/18/1990,2011,'10-'11,NYR,ఎన్.వై.ఆర్,739,167,312,479,96,186,1760,12.7,33,91,13,9,32,0,16:27,29:58:00,21,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,89,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Hastings, Minnesota","హేస్టింగ్స్, మిన్నెసోటా",21,1
899,Derek Whitmore,డెరెక్ విట్మోర్,12/17/1984,2012,'11-'12,BUF,బియుఎఫ్,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12:31,0:00,71,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,180,84,25.9,25.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Rochester, New York","రోచెస్టర్, న్యూయార్క్",28,1
900,Derek Wilkinson,డెరెక్ విల్కిన్సన్,7/29/1974,1996,'95-'96,TB,టిబి,22,0,0,0,0,0,0,NONE,0,0,0,0,0,0,50:01:00,NONE,35,3,3,12,3,0,15.12,4.5,453,396,0.857,0,Goaltender,గోల్ టెండర్ ,183,73,21.8,21.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Lasalle, Quebec","లసాల్లే, క్యూబెక్",22,1
901,Derian Hatcher,డెరియన్ హాట్చర్,6/4/1972,1992,'91-'92,MIN,ఎంఐఎన్,1045,80,251,331,74,1581,1431,15.7,19,59,3,10,18,3,0:00,0:00,2,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,196,107,27.9,27.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sterling Heights, Michigan","స్టెర్లింగ్ హైట్స్, మిచిగాన్",20,1
902,Derick Brassard,డెరిక్ బ్రాస్సార్డ్,9/22/1987,2008,'07-'08,CBJ,సిబిజె,852,186,297,483,-25,407,1714,7.7,55,90,0,0,27,0,9:03,76:57:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Hull, Quebec","హల్, క్యూబెక్",21,1
903,Deron Quint,డెరోన్ క్వింట్,3/12/1976,1996,'95-'96,PHX,పిహెచ్ఎక్స్,463,46,97,143,-108,166,885,5.2,16,50,0,0,3,0,0:00,0:00,21,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,87,24.6,24.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Dunham, New Hampshire","డన్హామ్, న్యూ హాంప్‌షైర్",20,1
904,Derrick Smith,డెరిక్ స్మిత్,1/22/1965,1985,'84-'85,PHI,పిహెచ్ఐ,537,82,92,174,-12,373,876,11.9,0,1,3,4,12,1,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,84,24.5,24.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Scarborough, Ontario","స్కార్‌బరో, అంటారియో",20,1
905,Derrick Walser,డెరిక్ వాల్సర్,5/12/1978,2002,'01-'02,CBJ,సిబిజె,91,8,21,29,-18,56,133,50,6,10,0,0,2,0,16:18,32:36:00,38,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,178,89,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"New Glasgow, Nova Scotia","న్యూ గ్లాస్గో, నోవా స్కోటియా",24,1
906,Deryk Engelland,డెరిక్ ఎంగెల్లాండ్,4/3/1982,2010,'09-'10,PIT,పిఐటి,671,30,97,127,4,579,730,0,0,1,0,4,6,0,16:08,72:38:00,5,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",28,1
907,Devan Dubnyk,దేవన్ డుబ్నిక్,5/4/1986,2010,'09-'10,EDM,ఇడిఎం,520,0,0,0,0,0,0,NONE,0,0,0,0,0,0,56:36:00,NONE,40,16,247,195,0,52,36.73,3.57,14930,13655,0.889,32,Goaltender,గోల్ టెండర్ ,198,95,24.2,24.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Regina, Saskatchewan","రెజీనా, సస్కట్చేవాన్",24,1
908,Devante Smith-Pelly,దేవంటే స్మిత్-పెల్లీ,6/14/1992,2012,'11-'12,ANA,ఎఎన్ఎ,395,44,57,101,-41,137,531,10.6,1,5,2,1,8,0,12:03,45:24:00,21,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,183,98,29.3,29.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Scarborough, Ontario","స్కార్‌బరో, అంటారియో",20,1
909,Devin Setoguchi,డెవిన్ సెటోగుచి,1/1/1987,2008,'07-'08,SJ,ఎస్.జె,516,131,130,261,-11,177,1187,10.5,40,29,0,0,22,0,14:14,36:50:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,183,91,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Taber, Alberta","టాబెర్, అల్బెర్టా",21,1
910,Dick Tarnstrom,డిక్ టార్న్‌స్ట్రోమ్,1/20/1975,2002,'01-'02,NYI,ఎన్.వై.ఐ,306,35,105,140,-86,254,436,5.1,20,62,0,1,0,1,17:39,57:37:00,23,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sundbyberg, Sweden","సుండ్‌బైబెర్గ్, స్వీడన్",27,1
911,Dieter Kochan,డైటర్ కొచన్,5/11/1974,2000,'99-'00,TB,టిబి,21,0,0,0,0,0,0,NONE,0,0,0,0,0,0,47:37:00,NONE,35,4,1,11,1,0,16.78,4.28,406,350,0.847,0,Goaltender,గోల్ టెండర్ ,185,82,24,24<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Saskatoon, Saskatchewan","సస్కటూన్, సస్కట్చేవాన్",26,1
912,Dimitri Patzold,డిమిత్రి పట్జోల్డ్,2/3/1983,2008,'07-'08,SJ,ఎస్.జె,3,0,0,0,0,0,0,NONE,0,0,0,0,0,0,14:32,NONE,30,0,0,0,0,0,5.51,5.51,20,16,0.8,0,Goaltender,గోల్ టెండర్ ,183,88,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kamenogorsk, USSR","కమెనోగోర్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",25,1
913,Dimitri Tertyshny,డిమిత్రి టెర్టిష్నీ,12/26/1976,1999,'98-'99,PHI,పిహెచ్ఐ,62,2,8,10,-1,30,68,2.9,1,3,0,0,0,0,0:00,0:00,5,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,82,23.2,23.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Chelyabinsk,చెల్యాబిన్స్క్,23,1
914,Dino Ciccarelli,డినో సిక్కరెల్లి,2/8/1960,1981,'80-'81,MIN,ఎంఐఎన్,1232,608,592,1200,-2,1425,3706,14.3,232,190,1,2,73,17,0:00,0:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,178,84,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sarnia, Ontario","సర్నియా, అంటారియో",21,1
915,Dion Phaneuf,డియోన్ ఫానెఫ్,4/10/1985,2006,'05-'06,CGY,సిజివై,1048,137,357,494,-57,1345,2514,8.3,73,173,2,7,28,0,21:44,36:22:00,3,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,97,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",21,1
916,Dirk Graham,డిర్క్ గ్రాహం,7/29/1959,1984,'83-'84,MIN,ఎంఐఎన్,772,219,270,489,2,919,1819,10,38,47,35,14,32,2,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Regina, Saskatchewan","రెజీనా, సస్కట్చేవాన్",25,1
917,Dixon Ward,డిక్సన్ వార్డ్,9/23/1968,1993,'92-'93,VAN,విఎఎన్,537,95,129,224,43,431,717,19.8,12,16,8,5,15,3,0:00,0:00,12,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,183,91,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Leduc, Alberta","లెడక్, అల్బెర్టా",25,1
918,Dmitri Bykov,డిమిత్రి బైకోవ్,5/5/1977,2003,'02-'03,DET,డిఇటి,71,2,10,12,1,43,58,3.4,1,3,0,0,0,0,17:45,104:59:00,55,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,178,77,24.3,24.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Izhevsk,ఇజెవ్స్క్,26,1
919,Dmitri Filimonov,డిమిత్రి ఫిలిమోనోవ్,10/14/1971,1994,'93-'94,OTT,ఓటిటి,30,1,4,5,-10,18,15,6.7,0,0,0,1,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,100,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Perm,పెర్మ్,23,1
920,Dmitri Kalinin,డిమిత్రి కాలినిన్,7/22/1980,2000,'99-'00,BUF,బియుఎఫ్,539,36,126,162,2,321,619,0,9,37,3,1,4,1,16:53,0:00,45,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,98,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Chelyabinsk, USSR","చెలియాబిన్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
921,Dmitri Khristich,డిమిత్రి క్రిస్టిచ్,7/23/1969,1991,'90-'91,WSH,డబ్ల్యు.ఎస్.హెచ్ ,811,259,337,596,103,422,1516,16.9,95,85,5,6,32,7,0:00,0:00,8,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,188,88,24.9,24.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kiev, Ukraine","కీవ్, ఉక్రెయిన్",22,1
922,Dmitri Kvartalnov,డిమిత్రి క్వార్టల్నోవ్,3/25/1966,1993,'92-'93,BOS,బిఓఎస్,112,42,49,91,0,26,294,13.3,15,22,0,0,4,2,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,180,82,25.3,25.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Voskresensk,వోస్క్రేసెన్స్క్,27,1
923,Dmitri Mironov,డిమిత్రి మిరోనోవ్,12/25/1965,1992,'91-'92,TOR,టిఓఆర్,556,54,206,260,29,568,978,14.3,20,95,1,5,7,4,0:00,0:00,15,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,103,28.5,28.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,27,1
924,Dmitri Nabokov,డిమిత్రి నబోకోవ్,1/4/1977,1998,'97-'98,CHI,సిహెచ్ఐ,55,11,13,24,-5,28,78,20.6,3,4,0,0,2,0,0:00,0:00,37,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,188,98,27.7,27.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Novosibirsk,నోవోసిబిర్స్క్,21,1
925,Dmitri Yakushin,డిమిత్రి యకుషిన్,1/21/1978,2000,'99-'00,TOR,టిఓఆర్,2,0,0,0,0,2,1,0,0,0,0,0,0,0,10:03,0:00,49,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,183,91,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Kharkov,ఖార్కోవ్,22,1
926,Dmitry Afanasenkov,డిమిత్రి అఫనాసెంకోవ్,5/12/1980,2001,'00-'01,TB,టిబి,227,27,27,54,-36,52,281,12.5,1,5,0,0,1,0,11:24,51:19:00,27,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Arkhangelsk, Russia","ఆర్ఖంగెల్స్క్, రష్యా",21,1
927,Dmitry Kulikov,డిమిత్రి కులికోవ్,10/29/1990,2010,'09-'10,FLA,ఎఫ్ఎల్ఎ,677,35,135,170,-58,427,819,3.4,10,41,1,1,7,0,17:55,76:11:00,7,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Lipetsk, USSR","లిపెట్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
928,Dmitry Orlov,డిమిత్రి ఓర్లోవ్,7/23/1991,2012,'11-'12,WSH,డబ్ల్యు.ఎస్.హెచ్ ,516,37,143,180,61,205,657,5.9,2,19,0,1,8,0,16:52,53:17:00,9,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,96,29.6,29.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Novokuznetsk, USSR","నోవోకుజ్నెట్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",21,1
929,Dmitry Yushkevich,డిమిత్రి యుష్కెవిచ్,11/19/1971,1993,'92-'93,PHI,పిహెచ్ఐ,786,43,182,225,-21,659,1120,3.2,15,34,4,7,6,1,0:00,0:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,94,29,29<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Yaroslavl,యారోస్లావల్,22,1
930,Dody Wood,డోడీ వుడ్,5/8/1972,1993,'92-'93,SJ,ఎస్.జె,106,8,10,18,-11,471,95,10,0,0,1,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,91,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Chetwynd, British Columbia","చెట్విండ్, బ్రిటిష్ కొలంబియా",21,1
931,Domenic Pittis,డొమెనిక్ పిట్టిస్,10/1/1974,1997,'96-'97,PIT,పిఐటి,86,5,11,16,-8,71,71,0,0,3,0,0,2,0,0:00,0:00,38,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Calgary, Alberta","కాల్గరీ, అల్బెర్టా",23,1
932,Dominic Lavoie,డొమినిక్ లావోయి,11/21/1967,1989,'88-'89,STL,ఎస్.టి.ఎల్ ,38,5,8,13,-5,32,79,0,3,4,0,0,1,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",22,1
933,Dominic Moore,డొమినిక్ మూర్,8/3/1980,2004,'03-'04,NYR,ఎన్.వై.ఆర్,897,106,176,282,-23,487,1363,0,15,14,10,4,14,0,9:18,15:30,20,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,87,26,26<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Thornhill, Ontario","థోర్న్‌హిల్, అంటారియో",24,1
934,Dominic Roussel,డొమినిక్ రౌసెల్,2/22/1970,1992,'91-'92,PHI,పిహెచ్ఐ,205,0,0,0,0,0,0,NONE,0,0,0,0,0,0,54:15:00,NONE,30,14,77,70,23,0,30.44,2.6,5299,4744,0.908,7,Goaltender,గోల్ టెండర్ ,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Hull, Quebec","హల్, క్యూబెక్",22,1
935,Dominik Hasek,డొమినిక్ హసెక్,1/29/1965,1991,'90-'91,CHI,సిహెచ్ఐ,735,0,0,0,0,0,0,NONE,0,0,0,0,0,0,39:03:00,NONE,39,3,389,223,82,13,36.3,2.46,20220,18648,0.914,81,Goaltender,గోల్ టెండర్ ,180,80,24.7,24.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Pardubice, Czechoslovakia","పార్డుబిస్, చెకోస్లోవేకియా",26,1
936,Don Beaupre,డాన్ బ్యూప్రే,9/19/1961,1981,'80-'81,MIN,ఎంఐఎన్,667,0,0,0,0,0,0,NONE,0,0,0,0,0,0,58:36:00,NONE,33,44,268,277,75,0,68.47,3.21,18689,16538,0.895,17,Goaltender,గోల్ టెండర్ ,178,79,24.9,24.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Waterloo, Ontario","వాటర్లూ, అంటారియో",20,1
937,Don McSween,డాన్ మెక్‌స్వీన్,6/9/1964,1988,'87-'88,BUF,బియుఎఫ్,47,3,10,13,2,55,53,0,1,2,0,0,2,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,93,28.7,28.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Detroit, Michigan","డెట్రాయిట్, మిచిగాన్",24,1
938,Don Sweeney,డాన్ స్వీనీ,8/17/1966,1989,'88-'89,BOS,బిఓఎస్,1115,52,221,273,112,681,1318,8.6,6,24,4,6,12,1,0:00,0:00,32,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,178,84,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"St. Stephen, New Brunswick","సెయింట్ స్టీఫెన్, న్యూ బ్రున్స్విక్",23,1
