Index,Name,Name,Date_of_birth,Season_year,Season,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,,Shooting_Percentage,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position,Height,Weight,Body_mass_index,Place_of_birth,Place_of_birth,Age,Experience
471,Byron Bitz,బైరాన్ బిట్జ్,7/21/1984,2009,'08-'09,BOS,35,4,3,7,0,18,31,,12.9,1,0,0,0,NONE,10:22,51:49,34,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,196,98,25.5,"Saskatoon, Saskatchewan","శాస్కటూన్, శస్కత్చేవన్",25,1
472,Byron Dafoe,బైరాన్ దఫో,2/25/1971,1993,'92-'93,WSH,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,1:25,NONE,34,0,0,0,0,NONE,0,0,0,0,0,0,Goaltender,180,84,25.9,Sussex,సస్సెక్స్,22,1
473,Byron Froese,బైరాన్ ఫ్రాసె,3/12/1991,2016,'15-'16,TOR,56,2,3,5,-11,16,64,,3.1,0,0,0,0,NONE,12:38,141:25,38,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,93,27.8,"Winkler, Manitoba","వింక్లర్, మనితోబా",25,1
474,Byron Ritchie,బైరాన్ రిచ్చియే,4/24/1977,1999,'98-'99,CAR,3,0,0,0,0,0,0,,0,0,0,0,0,0,0:00,0:00,15,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,178,86,27.1,"Burnaby, British Columbia","బర్నబీ, బ్రిటిష్ కొలంబియా",22,1
475,Cal Clutterbuck,కాల్ క్లాటర్బక్,11/18/1987,2008,'07-'08,MIN,2,0,0,0,0,0,0,,0,0,0,0,0,NONE,7:05,0:00,15,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,180,99,30.6,"Welland, Ontario","వెళ్ళాండ్, ఓంటేరియో",21,1
476,Cal O'Reilly,కాల్ ఓ'రెయిల్లీ,9/30/1986,2009,'08-'09,NSH,11,3,2,5,2,2,6,,50,0,0,0,0,NONE,12:36,27:44,46,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,85,25.4,"Toronto, Ontario","టోరంటో, ఓంటేరియో",23,1
477,Cale Hulse,కేల్ హల్స్,11/10/1973,1996,'95-'96,NJ,8,0,0,0,-2,15,5,,0,0,0,0,0,0,0:00,0:00,32,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,100,27.7,"Edmonton, Alberta","ఎడ్మంటన్, ఆల్బర్టా",23,1
478,Calle Johansson,కాలె జహన్స్సన్,2/13/1967,1988,'87-'88,BUF,71,4,38,42,12,37,93,,4.3,18,0,1,0,0,0:00,0:00,9,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,180,92,28.4,Goteborg,గోటీబర్గ్,21,1
479,Calvin Pickard,కాల్విన్ పిక్కర్డ్,4/15/1992,2015,'14-'15,COL,16,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,55:57,NONE,31,13,6,7,NONE,3,35,2.35,511,476,0.932,0,Goaltender,185,95,27.8,"Moncton, New Brunswick","మాంక్టన్, న్యూ బ్రూన్స్విక్",23,1
480,Calvin de Haan,కాల్విన్ డి హాన్,5/9/1991,2012,'11-'12,NYI,1,0,0,0,1,0,2,,0,0,0,0,0,NONE,13:01,0:00,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,89,26,"Ottawa, Ontario","ఒత్తవ, ఓంటేరియో",21,1
481,Cam Barker,కామ్ బార్కర్,4/4/1986,2006,'05-'06,CHI,1,0,0,0,0,0,1,,0,0,0,0,0,NONE,11:02,0:00,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,101,28,"Winnipeg, Manitoba","విన్నిపెగ్, మనితోబా",20,1
482,Cam Fowler,కామ్ ఫౌలర్,12/5/1991,2011,'10-'11,ANA,76,10,30,40,-25,20,123,,8.1,17,0,0,3,NONE,22:08,42:03,4,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,94,27.5,"Windsor, Ontario","విండ్సర్, ఓంటేరియో",20,1
483,Cam Janssen,కామ్ జన్సెన్,4/15/1984,2006,'05-'06,NJ,47,0,0,0,-3,91,10,,0,0,0,0,0,NONE,4:44,0:00,25,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,98,29.3,"St. Louis, Missouri","స్ట్. లూయిస్, మిస్సోరి",22,1
484,Cam Neely,కామ్ నీలై,6/6/1965,1984,'83-'84,VAN,56,16,15,31,0,57,87,,18.4,6,0,0,1,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,185,99,28.9,"Comox, British Columbia","కామాక్స్, బ్రిటిష్ కొలంబియా",19,1
485,Cam Paddock,కామ్ పడ్డాక్,3/22/1983,2009,'08-'09,STL,16,2,1,3,-4,0,17,,11.8,0,0,0,0,NONE,10:41,56:56,53,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,185,87,25.4,"North Vancouver, British Columbia","నోర్త్ వాంకోవర్, బ్రిటిష్ కొలంబియా",26,1
486,Cam Russell,కామ్ రుస్సెల్,1/12/1969,1990,'89-'90,CHI,19,0,1,1,-3,27,10,,0,0,0,0,0,0,0:00,0:00,4,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,193,91,24.4,"Halifax, Nova Scotia","హాలిఫాక్స్, నోవ స్కోటియా",21,1
487,Cam Severson,కామ్ సెవర్సన్,1/14/1978,2003,'02-'03,ANA,2,0,0,0,0,8,1,,0,0,0,0,0,0,6:44,0:00,24,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,102,29.8,"Canora, Saskatchewan","కానోరా, శస్కత్చేవన్",25,1
488,Cam Stewart,కామ్ స్టీవర్ట్,9/18/1971,1994,'93-'94,BOS,57,3,6,9,-6,66,55,,5.5,0,0,1,1,0,0:00,0:00,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,180,89,27.5,"Kitchener, Ontario","కిచనర్, ఓంటేరియో",23,1
489,Cam Talbot,కామ్ టాల్బాట్,7/5/1987,2014,'13-'14,NYR,21,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,57:39,NONE,39,19,12,6,NONE,1,33,1.64,560,527,0.941,3,Goaltender,190,90,24.9,"Caledonia, Ontario","కాలెడోనియా, ఓంటేరియో",27,1
490,Cam Ward,కామ్ వర్డ్,2/29/1984,2006,'05-'06,CAR,28,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,53:00,NONE,30,25,14,8,NONE,2,91,3.68,773,682,0.882,0,Goaltender,185,84,24.5,"Sherwood Park, Alberta","షెర్వూడ్ పార్క్, ఆల్బర్టా",22,1
491,Cameron Gaunce,కేమర్న్ గౌన్స్,3/19/1990,2011,'10-'11,COL,11,1,0,1,-3,16,4,,25,0,0,0,0,NONE,12:44,140:03,33,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,93,26.3,"Sudbury, Ontario","సుద్బూరీ, ఓంటేరియో",21,1
492,Cameron Mann,కేమర్న్ మన్,4/20/1977,1998,'97-'98,BOS,9,0,1,1,1,4,6,,0,1,0,0,0,0,0:00,0:00,28,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,88,26.3,"Thompson, Manitoba","థాంప్సన్, మనితోబా",21,1
493,Carey Price,కారేయ్ ప్రైస్,8/16/1987,2008,'07-'08,MTL,41,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,58:52,NONE,31,40,24,12,NONE,3,103,2.56,1282,1179,0.92,3,Goaltender,190,98,27.1,"Vancouver, British Columbia","వాంకోవర్, బ్రిటిష్ కొలంబియా",21,1
494,Carl Corazzini,కార్ల్ కొరాజీని,4/21/1979,2004,'03-'04,BOS,12,2,0,2,2,0,16,,12.5,0,1,0,0,0,10:41,64:09,20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,175,80,26.1,"Framingham, Massachusetts","ఫ్రామింఘం, మస్సాచ్‌చ్షట్స్",25,1
495,Carl Gunnarsson,కార్ల్ గున్నర్సన్సన్,11/9/1986,2010,'09-'10,TOR,43,3,12,15,8,10,45,,6.7,2,0,1,0,NONE,21:26,61:28,4,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,89,25.2,"Orebro, Sweden","ఓరెబ్రో, స్వీడన్",24,1
496,Carl Klingberg,కార్ల్ క్లింగ్‌బర్గ్,1/27/1991,2011,'10-'11,ATL,1,0,0,0,0,0,0,,0,0,0,0,0,NONE,10:22,0:00,48,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,190,93,25.8,"Gothenburg, Sweden","గోతెంబర్గ్, స్వీడన్",20,1
497,Carl Sneep,కార్ల్ స్నీప్,11/5/1987,2012,'11-'12,PIT,1,0,1,1,1,0,0,,0,0,0,0,0,NONE,16:19,16:19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,100,27.7,"St. Louis Park, Minnesota","స్ట్. లూయిస్ పార్క్, మిన్నెసోటా",25,1
498,Carl Soderberg,కార్ల్ సోడర్‌బర్గ్,10/12/1985,2013,'12-'13,BOS,6,0,2,2,-2,6,6,,0,0,0,0,0,NONE,14:44,44:11,34,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,190,95,26.3,"Malmo, Sweden","మాల్మో, స్వీడన్",28,1
499,Carlo Colaiacovo,కార్లో కొలయికోవో,1/27/1983,2003,'02-'03,TOR,2,0,1,1,0,0,1,,0,0,0,0,0,0,13:43,27:25,25,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,91,26.6,"Toronto, Ontario","టోరంటో, ఓంటేరియో",20,1
500,Carsen Germyn,కార్సెన్ జర్మైన్,2/22/1982,2006,'05-'06,CGY,2,0,0,0,-1,0,2,,0,0,0,0,0,NONE,5:00,0:00,39,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,86,26.5,"Campbell River, British Columbia","కాంప్‌బెల్ రైవర్, బ్రిటిష్ కొలంబియా",24,1
501,Carson McMillan,కార్సన్ ఎంక్మిల్లన్,9/10/1988,2011,'10-'11,MIN,4,1,1,2,1,0,5,,20,0,0,0,0,NONE,9:20,18:41,70,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,185,89,26,"Brandon, Manitoba","బ్రండన్, మనితోబా",23,1
502,Carter Ashton,కార్టర్ అష్టాన్,4/1/1991,2012,'11-'12,TOR,15,0,0,0,-10,13,22,,0,0,0,0,0,NONE,10:25,0:00,37,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,190,98,27.1,"Winnipeg, Manitoba","విన్నిపెగ్, మనితోబా",21,1
503,Carter Bancks,కార్టర్ బాన్క్స్,8/9/1989,2013,'12-'13,CGY,2,0,0,0,0,0,0,,0,0,0,0,0,NONE,14:41,0:00,92,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,180,82,25.3,"Marysville, British Columbia","మరీస్విల్లే, బ్రిటిష్ కొలంబియా",24,1
504,Carter Hutton,కార్టర్ హటన్,12/19/1985,2013,'12-'13,CHI,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,58:44,NONE,40,1,0,1,NONE,0,3,3.06,28,25,0.893,0,Goaltender,183,88,26.3,"Thunder Bay, Ontario","తుండర్ బే, ఓంటేరియో",28,1
505,Casey Borer,కేసేయ్ బోరెర్,7/28/1985,2008,'07-'08,CAR,11,1,2,3,-3,4,5,,20,1,0,0,0,NONE,15:17,56:03,55,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,93,26.3,"Minneapolis, Minnesota","మిన్నియాపోలిస్, మిన్నెసోటా",23,1
506,Casey Cizikas,కేసేయ్ సిజికాస్,2/27/1991,2012,'11-'12,NYI,15,0,4,4,1,6,12,,0,0,0,0,0,NONE,10:36,39:45,53,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,178,91,28.7,"Toronto, Ontario","టోరంటో, ఓంటేరియో",21,1
507,Casey Hankinson,కేసేయ్ హాంకింస్,5/8/1976,2001,'00-'01,CHI,11,0,1,1,-3,9,15,,0,0,0,0,0,0,9:28,104:06,48,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,185,89,26,"Edina, Minnesota","ఎదిన, మిన్నెసోటా",25,1
508,Casey Wellman,కేసేయ్ వెల్ల్మన్,10/18/1987,2010,'09-'10,MIN,12,1,3,4,-2,0,18,,5.6,1,0,0,0,NONE,12:03,36:09,48,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,83,24.8,"Castro Valley, California","కాస్ట్రో వ్యాలీ, కాలిఫోర్నియా",23,1
509,Chad Johnson,చాడ్ జాన్సన్,6/10/1986,2010,'09-'10,NYR,5,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,56:09,NONE,1,4,1,2,NONE,1,11,2.35,135,124,0.919,0,Goaltender,190,87,24.1,"Calgary, Alberta","కాల్గరీ, ఆల్బర్టా",24,1
510,Chad Kilger,చాడ్ కిల్జర్,11/27/1976,1996,'95-'96,PHX,29,2,3,5,-2,12,19,,10.5,0,0,0,0,0,0:00,0:00,19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,193,101,27.1,"Cornwall, Ontario","కార్న్వాల్, ఓంటేరియో",20,1
511,Chad Kolarik,చాడ్ కొలరిక్,1/25/1986,2010,'09-'10,CBJ,2,0,0,0,-1,0,2,,0,0,0,0,0,NONE,6:29,0:00,52,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,178,82,25.9,"Abington, Pennsylvania","అబింగ్టన్, పెన్సిల్వ్వేనియా",24,1
512,Chad LaRose,చాడ్ లారోస్,3/27/1982,2006,'05-'06,CAR,49,1,12,13,7,35,62,,1.6,3,0,0,1,NONE,10:35,39:52,59,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,178,82,25.9,"Fraser, Michigan","ఫ్రేజర్, మిచిగన్",24,1
513,Chad Penney,చాడ్ పెన్నీ,9/18/1973,1994,'93-'94,OTT,3,0,0,0,-2,2,2,,0,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,88,26.3,"Labrador City, Newfoundland","లబ్రదోర్ సిటీ, న్యూఫుంట్లండ్ల్యాండ్",21,1
514,Chad Rau,చాడ్ రావు,1/18/1987,2012,'11-'12,MIN,9,2,0,2,-1,0,7,,28.6,0,0,0,2,NONE,10:53,49:00,36,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,83,25.6,"Eden Prairie, Minnesota","ఎదెన్ ప్రైరి, మిన్నెసోటా",25,1
515,Chad Wiseman,చాడ్ విజేమన్,3/25/1981,2003,'02-'03,SJ,4,0,0,0,-2,4,1,,0,0,0,0,0,0,9:19,0:00,57,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,185,93,27.2,"Burlington, Ontario","బర్లింగ్టన్, ఓంటేరియో",22,1
516,Charles Linglet,చార్లెస్ లింగ్లెట్,6/22/1982,2010,'09-'10,EDM,5,0,0,0,-5,2,7,,0,0,0,0,0,NONE,10:16,0:00,36,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,95,26.9,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",28,1
517,Charlie Huddy,చార్లీ హడ్డీ,6/2/1959,1981,'80-'81,EDM,12,2,5,7,1,6,23,,8.7,1,0,0,0,0,0:00,0:00,22,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,183,95,28.4,"Oshawa, Ontario","ఓవా, ఓంటేరియో",22,1
518,Charlie Stephens,చార్లీ స్టెఫెన్స్,4/5/1981,2003,'02-'03,COL,2,0,0,0,0,0,1,,0,0,0,0,0,0,5:20,0:00,38,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,190,100,27.7,"London, Ontario","లాండన్, ఓంటేరియో",22,1
519,Chris Allen,క్రిస్ అలెన్,5/8/1978,1998,'97-'98,FLA,1,0,0,0,0,2,1,,0,0,0,0,0,0,0:00,0:00,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,88,24.9,"Chatham, Ontario","చాతం, ఓంటేరియో",20,1
520,Chris Armstrong,క్రిస్ ఆర్మ్ర్మ్ట్రాంగ్,6/26/1975,2001,'00-'01,MIN,3,0,0,0,-3,0,4,,0,0,0,0,0,0,18:06,0:00,41,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,183,92,27.5,"Regina, Saskatchewan","రెజైనా, శస్కత్చేవన్",26,1
521,Chris Bala,క్రిస్ బాల,9/24/1978,2002,'01-'02,OTT,6,0,1,1,1,0,2,,0,0,0,0,0,0,5:43,34:20,52,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,185,88,25.7,"Alexandria, Virginia","అలెక్సాండ్రియా, విర్జీనియా",24,1
522,Chris Beckford-Tseu,క్రిస్ బెక్ఫోర్డ్యోర్డ-ట్సూ,6/22/1984,2008,'07-'08,STL,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,26:37,NONE,NONE,0,0,0,NONE,0,1,2.25,9,8,0.889,0,Goaltender,188,91,25.8,"Toronto, Ontario","టోరంటో, ఓంటేరియో",24,1
523,Chris Bourque,క్రిస్ బోర్క్యూయర్క్,1/29/1986,2008,'07-'08,WSH,4,0,0,0,0,2,4,,0,0,0,0,0,NONE,8:42,0:00,62,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,173,82,27.4,"Boston, Massachusetts","బోస్టన్, మస్సాచ్‌చ్షట్స్",22,1
524,Chris Breen,క్రిస్ బ్రెయిన్,6/29/1989,2014,'13-'14,CGY,9,0,2,2,1,5,4,,0,0,0,0,0,NONE,9:23,42:14,71,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,201,102,25.2,"Uxbridge, Ontario","యక్స్బ్రిడ్జ్, ఓంటేరియో",25,1
525,Chris Butler,క్రిస్ బట్లర్,10/27/1986,2009,'08-'09,BUF,47,2,4,6,11,18,36,,5.6,0,0,0,1,NONE,16:43,130:57,25,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,91,26.6,"St. Louis, Missouri","స్ట్. లూయిస్, మిస్సోరి",23,1
526,Chris Campoli,క్రిస్ కంపోలీ,7/9/1984,2006,'05-'06,NYI,80,9,25,34,-16,46,123,,7.3,11,0,0,2,NONE,18:31,43:34,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,183,91,27.2,"North York, Ontario","నోర్త్ యార్క్, ఓంటేరియో",22,1
527,Chris Chelios,క్రిస్ చెలియాస్,1/25/1962,1984,'83-'84,MTL,12,0,2,2,-5,12,23,,0,0,0,0,0,0,0:00,0:00,24,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,86,25.1,"Chicago, Illinois","చికాగో, ఇల్లినోయిస్",22,1
528,Chris Clark,క్రిస్ క్లార్క్,3/8/1976,2000,'99-'00,CGY,22,0,1,1,-3,14,17,,0,0,0,0,0,0,9:02,198:51,71,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,87,26,"South Windsor, Connecticut","సౌత్ విండ్సర్, కనెక్టిక్టిక్వ్ట్",24,1
529,Chris Conner,క్రిస్ కొన్నర్,12/23/1983,2007,'06-'07,DAL,11,1,2,3,-3,4,18,,5.6,0,0,0,0,NONE,11:15,41:14,38,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,170,82,28.4,"Westland, Michigan","వెస్ట్లండ్, మిచిగన్",24,1
530,Chris Corrinet,క్రిస్ కరినెట్,10/29/1978,2002,'01-'02,WSH,8,0,1,1,-4,6,8,,0,0,0,0,0,0,10:04,80:34,48,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,190,100,27.7,"Derby, Connecticut","డెర్బీ, కనెక్టిక్టిక్వ్ట్",24,1
531,Chris Dahlquist,క్రిస్ డాహ్ల్క్విస్ట్,12/14/1962,1986,'85-'86,PIT,5,1,2,3,1,2,5,,20,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,89,26,"Fridley, Minnesota","ఫ్రిడ్లీ, మిన్నెసోటా",24,1
532,Chris DiDomenico,క్రిస్ డిడోమెనికో,2/20/1989,2017,'16-'17,OTT,3,0,0,0,0,6,5,,0,0,0,0,0,NONE,11:01,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,79,24.4,"Toronto, Ontario","టోరంటో, ఓంటేరియో",28,1
533,Chris Dingman,క్రిస్ డింగ్మన్,7/6/1976,1998,'97-'98,CGY,70,3,3,6,-11,149,47,,6.4,0,0,0,0,0,0:00,0:00,11,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,193,107,28.7,"Edmonton, Alberta","ఎడ్మంటన్, ఆల్బర్టా",22,1
534,Chris Drury,క్రిస్ డ్రూరి,8/20/1976,1999,'98-'99,COL,79,20,24,44,9,62,138,,14.5,7,0,0,3,1,0:00,0:00,23,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,178,87,27.5,"Trumbull, Connecticut","ట్రంయూల్ల్, కనెక్టిక్టిక్వ్ట్",23,1
535,Chris Durno,క్రిస్ దుర్నో,10/31/1980,2009,'08-'09,COL,2,0,0,0,0,0,3,,0,0,0,0,0,NONE,6:02,0:00,29,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,196,101,26.3,"Scarborough, Ontario","స్కార్బరో, ఓంటేరియో",29,1
536,Chris Ferraro,క్రిస్ ఫర్రరో,1/24/1973,1996,'95-'96,NYR,2,1,0,1,-3,0,4,,25,0,0,0,0,0,0:00,0:00,27,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,175,81,26.4,"Port Jefferson, New York","పోర్ట్ జెఫ్ఫర్సన్, న్యూ యార్క్",23,1
537,Chris Govedaris,క్రిస్ గోవేదరిస్,2/2/1970,1990,'89-'90,HAR,12,0,1,1,0,6,13,,0,1,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,91,27.2,"Toronto, Ontario","టోరంటో, ఓంటేరియో",20,1
538,Chris Gratton,క్రిస్ గ్రాటన్,7/5/1975,1994,'93-'94,TB,84,13,29,42,-25,123,161,,8.1,11,1,0,2,1,0:00,0:00,77,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,193,99,26.6,"Brantford, Ontario","బ్రాంట్ఫోషార్డ్, ఓంటేరియో",19,1
539,Chris Hajt,క్రిస్ హజ్,7/5/1978,2001,'00-'01,EDM,1,0,0,0,-1,0,0,,0,0,0,0,0,0,7:38,0:00,75,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,93,25.8,"Saskatoon, Saskatchewan","శాస్కటూన్, శస్కత్చేవన్",23,1
540,Chris Herperger,క్రిస్ హర్పర్జర్,2/24/1974,2000,'99-'00,CHI,9,0,0,0,-2,5,2,,0,0,0,0,0,0,7:39,0:00,7,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,86,25.7,"Esterhazy, Saskatchewan","ఎస్టర్హజీ, శస్కత్చేవన్",26,1
541,Chris Higgins,క్రిస్ హిగ్గిన్స్,6/2/1983,2004,'03-'04,MTL,2,0,0,0,0,0,0,,0,0,0,0,0,0,6:18,0:00,20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,90,26.9,"Smithtown, New York","స్మిత్తౌన్, న్యూ యార్క్",21,1
542,Chris Holt,క్రిస్ హాల్ట్,6/5/1985,2006,'05-'06,NYR,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,10:24,NONE,29,0,0,0,NONE,0,0,0,2,2,1,0,Goaltender,190,100,27.7,"Vancouver, British Columbia","వాంకోవర్, బ్రిటిష్ కొలంబియా",21,1
543,Chris Joseph,క్రిస్ జోసెఫ్,9/10/1969,1988,'87-'88,EDM,7,0,4,4,-3,6,1,,0,3,0,0,0,0,0:00,0:00,3,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,97,26.9,"Burnaby, British Columbia","బర్నబీ, బ్రిటిష్ కొలంబియా",19,1
544,Chris Kelleher,క్రిస్ కెలియెర్‌హర్,3/23/1975,1999,'98-'99,PIT,1,0,0,0,0,0,0,,0,0,0,0,0,0,0:00,0:00,48,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,95,27.8,"Cambridge, Massachusetts","కాంబ్రిడ్జ్, మస్సాచ్‌చ్షట్స్",24,1
545,Chris Kelly,క్రిస్ కెల్లీ,11/11/1980,2004,'03-'04,OTT,4,0,0,0,-2,0,4,,0,0,0,0,0,0,9:29,0:00,22,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,183,88,26.3,"Toronto, Ontario","టోరంటో, ఓంటేరియో",24,1
